chunk_0011| by Buddha 2,500 years ago. What is it all about? What is Buddhism really? Well, first of all, the word Buddha comes from| by Buddha 2,500 years ago. What is it all about? What is Buddhism really? Well, first of all, the word Buddha comes from
chunk_0012| from the root buddhi, which means to awaken. This is an interesting idea. Surely the fact that we are conscious means that we're already awake.| from the root buddhi, which means to awaken. This is an interesting idea. Surely the fact that we are conscious means that we're already awake.
chunk_0013| can you be reading this sentence if you're asleep? We will take an in-depth look at this and many other questions throughout this book. The teachings of Buddha can lead towards a better world.| can you be reading this sentence if you're asleep? We will take an in-depth look at this and many other questions throughout this book. The teachings of Buddha can lead towards a better world.
chunk_0014| a sense of enlightenment for you no matter what your background, whether you're an atheist, agnostic, a Christian, or a follower of Islam, or any other system| a sense of enlightenment for you no matter what your background, whether you're an atheist, agnostic, a Christian, or a follower of Islam, or any other system
chunk_0015| of belief. The teachings of the Buddha can enrich your life. His words speak to the heart and aren't concerned with dogma or academics. They invite each of us| of belief. The teachings of the Buddha can enrich your life. His words speak to the heart and aren't concerned with dogma or academics. They invite each of us
chunk_0016| us to approach reality as it is, for what it is, and to deepen our own experience of being alive on this planet. Filled with wisdom and compassion,| us to approach reality as it is, for what it is, and to deepen our own experience of being alive on this planet. Filled with wisdom and compassion,
chunk_0017| These teachings echo many of the universal sentiments put forward by Jesus, Mohammed, Krishna, and even scientists like Albert Einstein, Sigmund Freud,| These teachings echo many of the universal sentiments put forward by Jesus, Mohammed, Krishna, and even scientists like Albert Einstein, Sigmund Freud,
chunk_0018| many others who lived before and after his time. A great many people have been deeply inspired by his ideas. Ideas about God do not really by his ideas. Ideas about God do not really| many others who lived before and after his time. A great many people have been deeply inspired by his ideas. Ideas about God do not really by his ideas. Ideas about God do not really
chunk_0019| enter into Buddhism. The Buddha is not God or even a god, and he never claimed anything different. Although it is viewed as a religion and has many millions of adherents,| enter into Buddhism. The Buddha is not God or even a god, and he never claimed anything different. Although it is viewed as a religion and has many millions of adherents,
chunk_0020| it isn't truly about worshiping anything at all. It is about the simple facts of reality as experienced by each of us. And it is about the mind.| it isn't truly about worshiping anything at all. It is about the simple facts of reality as experienced by each of us. And it is about the mind.
chunk_0021| and the way the mind creates reality in all of us. Since there were no words to define mental concepts such as the subconscious or neurology back in those| and the way the mind creates reality in all of us. Since there were no words to define mental concepts such as the subconscious or neurology back in those
chunk_0022| times, the teachings are simple yet incredibly insightful. Many of these old teachings were designed to be easy to memorize and adopt a particular cadence| times, the teachings are simple yet incredibly insightful. Many of these old teachings were designed to be easy to memorize and adopt a particular cadence
chunk_0023| or rhythm to accomplish this. When reading this book, I invite you to consider it deeply and fairly, with heart, and to take out of it only what is valuable to you.| or rhythm to accomplish this. When reading this book, I invite you to consider it deeply and fairly, with heart, and to take out of it only what is valuable to you.
chunk_0024| and what will benefit you in your own personal search for the truth. The teachings of the Buddha are not meant to be studied like a textbook, memorized in repeated paragraphs| and what will benefit you in your own personal search for the truth. The teachings of the Buddha are not meant to be studied like a textbook, memorized in repeated paragraphs
chunk_0025| fashion. Instead, they are meant to be realized on a deep, intuitive level. If while reading this book, you get the sensation that the penitent is| fashion. Instead, they are meant to be realized on a deep, intuitive level. If while reading this book, you get the sensation that the penitent is
chunk_0026| has dropped, or a light bulb moment, then it has accomplished its purpose. The Buddha said, by oneself one is purified.| has dropped, or a light bulb moment, then it has accomplished its purpose. The Buddha said, by oneself one is purified.
chunk_0027| by oneself one is defiled. In other words, we have a deep responsibility to take charge of our inner worlds and to examine our own hearts and minds in certain ways| by oneself one is defiled. In other words, we have a deep responsibility to take charge of our inner worlds and to examine our own hearts and minds in certain ways
chunk_0028| of truth. Teachers are there to guide us, but in the end, it comes down to our own decisions. Of all the world's belief systems, Buddhism is one of| of truth. Teachers are there to guide us, but in the end, it comes down to our own decisions. Of all the world's belief systems, Buddhism is one of
chunk_0029| the most peaceful. Instead of making war on human beings with different beliefs, the Buddhist way is to struggle within, in our own hearts and minds and to| the most peaceful. Instead of making war on human beings with different beliefs, the Buddhist way is to struggle within, in our own hearts and minds and to
chunk_0030| show compassion to our fellow human beings who are suffering from internal torments, just as we are. These teachings appeal to people from all walks of life,| show compassion to our fellow human beings who are suffering from internal torments, just as we are. These teachings appeal to people from all walks of life,
chunk_0031| the poor, the educated, and the not-so-educated, the universal truths uncovered by the Buddha are relevant to anyone who has a mind, and to everyone who has a mind and to| the poor, the educated, and the not-so-educated, the universal truths uncovered by the Buddha are relevant to anyone who has a mind, and to everyone who has a mind and to
chunk_0032| anyone who is conscious. It is a deep search into the nature of being, of reality itself, and it is put forward in a simple, practical, and useful way.| anyone who is conscious. It is a deep search into the nature of being, of reality itself, and it is put forward in a simple, practical, and useful way.
chunk_0033| So I invite you to share the story of the Buddha and the deep psychological understanding that he shared with us, still relevant two and a,500 years after| So I invite you to share the story of the Buddha and the deep psychological understanding that he shared with us, still relevant two and a,500 years after
chunk_0034| Many of these teachings are resurfacing today among psychologists and laymen alike. Many self-help methodologies are based on the deep realization| Many of these teachings are resurfacing today among psychologists and laymen alike. Many self-help methodologies are based on the deep realization
chunk_0035| that he shared with the world so many years ago. Many of the new popular self-help gurus are simply restating the core message of the Buddha.| that he shared with the world so many years ago. Many of the new popular self-help gurus are simply restating the core message of the Buddha.
chunk_0036| I further invite you to challenge all that is written here and to test it for yourself. Take nothing as truth from any other person unless it rings true in your| I further invite you to challenge all that is written here and to test it for yourself. Take nothing as truth from any other person unless it rings true in your
chunk_0037| own mind and heart and opens up doors of understanding for you. Disregard all the rest as interesting but ultimately useless.| own mind and heart and opens up doors of understanding for you. Disregard all the rest as interesting but ultimately useless.
chunk_0038| A Short Biography of the Buddha No introduction to Buddhism will be complete without at least a short mention of the life story of the Buddha. The charming story has of the life story of the Buddha. The charming story has an| A Short Biography of the Buddha No introduction to Buddhism will be complete without at least a short mention of the life story of the Buddha. The charming story has of the life story of the Buddha. The charming story has an
chunk_0039| inspired millions of people and holds within it many of the most valuable insights into the teachings we are about to consider. Over the years, the story of the birth| inspired millions of people and holds within it many of the most valuable insights into the teachings we are about to consider. Over the years, the story of the birth
chunk_0040| life and death of this famous man has been embellished and many of the facts are disputed. Nevertheless, through all the different versions of the tale, the core idea| life and death of this famous man has been embellished and many of the facts are disputed. Nevertheless, through all the different versions of the tale, the core idea
chunk_0041| remains the same. Let's take a look at a generally accepted version of the story. The Birth of a Great Man. Around 563 BC,| remains the same. Let's take a look at a generally accepted version of the story. The Birth of a Great Man. Around 563 BC,
chunk_0042| a boy was born to the king of the Sakya realm somewhere in the India-Nepal border, in a park named Lumbini.| a boy was born to the king of the Sakya realm somewhere in the India-Nepal border, in a park named Lumbini.
chunk_0043| the little prince received the name Siddhatra. His father was King Sardana, and his mother was Queen Maya. One legend tells of a dream His mother was Queen Maya.| the little prince received the name Siddhatra. His father was King Sardana, and his mother was Queen Maya. One legend tells of a dream His mother was Queen Maya.
chunk_0044| dream that Queen Maya had before giving birth to her son. In the dream, a beautiful white elephant descended from the heavens into her womb, a sign that she would give birth to a unifying| dream that Queen Maya had before giving birth to her son. In the dream, a beautiful white elephant descended from the heavens into her womb, a sign that she would give birth to a unifying
chunk_0045| Emperor. Sadly, the Queen died shortly after the birth of her son and her younger sister took on the role of surrogate. There was much sadness for the queen| Emperor. Sadly, the Queen died shortly after the birth of her son and her younger sister took on the role of surrogate. There was much sadness for the queen
chunk_0046| but the birth of her son was a cause for much comfort and rejoicing all over the realm. The naming ceremony was attended by an ascetic,| but the birth of her son was a cause for much comfort and rejoicing all over the realm. The naming ceremony was attended by an ascetic,
chunk_0047| a holy man from the Himalayas, and he was most interested in the baby. To the surprise of all who saw it, the child's legs turned| a holy man from the Himalayas, and he was most interested in the baby. To the surprise of all who saw it, the child's legs turned
chunk_0048| rested on the matted locks of the old man. Instantly, Asida knew there was something special about the child, that he was destined to become| rested on the matted locks of the old man. Instantly, Asida knew there was something special about the child, that he was destined to become
chunk_0049| the Enlightened One, the early years. Little Siddhartha, with a family name Godama, was a very unusual child, as can be seen from the following| the Enlightened One, the early years. Little Siddhartha, with a family name Godama, was a very unusual child, as can be seen from the following
chunk_0050| episode. While the king and his family were all involved in the exciting plowing festival, the little prince sat by himself under a rose apple tree and became lost| episode. While the king and his family were all involved in the exciting plowing festival, the little prince sat by himself under a rose apple tree and became lost
chunk_0051| the meditation looking at the wonders of nature around him. His incredible focus and rapt concentration brought exclamations of surprise from all that saw him.| the meditation looking at the wonders of nature around him. His incredible focus and rapt concentration brought exclamations of surprise from all that saw him.
chunk_0052| His entire youth was spent in a protected seclusion. The king made sure that no harm could possibly come to this sensitive, blessed young boy.| His entire youth was spent in a protected seclusion. The king made sure that no harm could possibly come to this sensitive, blessed young boy.
chunk_0053| Lotus ponds were built especially for his amusement, and only the finest clothing touched his skin. Night and day, a parasol was held over his head,| Lotus ponds were built especially for his amusement, and only the finest clothing touched his skin. Night and day, a parasol was held over his head,
chunk_0054| so that no harsh sun or rain could harm him. Servants waited on his every need, and the boy was lacking for nothing. More than that, the king| so that no harsh sun or rain could harm him. Servants waited on his every need, and the boy was lacking for nothing. More than that, the king
chunk_0055| carefully planned things so that the boy would never see any sick, infirm, or elderly people. All signs of suffering were vigilantly kept away from his| carefully planned things so that the boy would never see any sick, infirm, or elderly people. All signs of suffering were vigilantly kept away from his
chunk_0056| his eyes. At the age of 16, he was betrothed to the beautiful Princess Yasodhara. Young Siddhartha excelled mentally and physically and everything in his life.| his eyes. At the age of 16, he was betrothed to the beautiful Princess Yasodhara. Young Siddhartha excelled mentally and physically and everything in his life.
chunk_0057| his royal life was just roses. But the sensitive youth was not content. He developed an insatiable urge to explore the real world,| his royal life was just roses. But the sensitive youth was not content. He developed an insatiable urge to explore the real world,
chunk_0058| decided to visit a nearby town. The king got word of his intentions and made sure that the entire route to town was prepared, swept, and made ready, but it was useless.| decided to visit a nearby town. The king got word of his intentions and made sure that the entire route to town was prepared, swept, and made ready, but it was useless.
chunk_0059| When Siddhartha finally made the journey, he saw an old man, the first he had ever laid eyes on. He inquired about the strange sight and was finally told the truth.| When Siddhartha finally made the journey, he saw an old man, the first he had ever laid eyes on. He inquired about the strange sight and was finally told the truth.
chunk_0060| Later on, he came across sickly people and saw a funeral procession. The veils of ignorance were lifted from his eyes and he saw the ugly truth| Later on, he came across sickly people and saw a funeral procession. The veils of ignorance were lifted from his eyes and he saw the ugly truth
chunk_0061| once and for all. While living in the lap of luxury, he realized the universal sorrow that comes with life. The last straw for the young prince was the| once and for all. While living in the lap of luxury, he realized the universal sorrow that comes with life. The last straw for the young prince was the
chunk_0062| was a meeting with a hermit, an ascetic holy man who had given up all material pursuits and followed a different way. Enthralled by the peace and tranquility| was a meeting with a hermit, an ascetic holy man who had given up all material pursuits and followed a different way. Enthralled by the peace and tranquility
chunk_0063| he saw in the old hermit's eyes, he made up his mind to leave his luxurious life behind and set out on his own to find the truth. Renunciations| he saw in the old hermit's eyes, he made up his mind to leave his luxurious life behind and set out on his own to find the truth. Renunciations
chunk_0064| and journeys. By now, Siddhartha already had a child with his young bride, and his father the king was determined to change his mind, but it was no use.| and journeys. By now, Siddhartha already had a child with his young bride, and his father the king was determined to change his mind, but it was no use.
chunk_0065| use. One night, the prince took one final look at his idyllic life, saw that his wife and child would never lack anything, and made his decision, taking| use. One night, the prince took one final look at his idyllic life, saw that his wife and child would never lack anything, and made his decision, taking
chunk_0066| his horse, Kantaka, and accompanied by his loyal charioteer, Shanda, he stole away at midnight, leaving it all behind for good.| his horse, Kantaka, and accompanied by his loyal charioteer, Shanda, he stole away at midnight, leaving it all behind for good.
chunk_0067| the city gates, Siddhartha exchanged his fine garments for the simple yellow robe of an ascetic, a seeker, and he shaved off all his hair. He sent Shonda home| the city gates, Siddhartha exchanged his fine garments for the simple yellow robe of an ascetic, a seeker, and he shaved off all his hair. He sent Shonda home
chunk_0068| and set off alone. In this way he gained the name Sakyamuni, or ascetic of the Sakyak clan. It is noteworthy of the Sakya clan. It is noteworthy.| and set off alone. In this way he gained the name Sakyamuni, or ascetic of the Sakyak clan. It is noteworthy of the Sakya clan. It is noteworthy.
chunk_0069| he made the decision in the prime of his life with absolutely everything going for him. He was not defeated, impoverished, or disillusioned with his riches, he was a man who had| he made the decision in the prime of his life with absolutely everything going for him. He was not defeated, impoverished, or disillusioned with his riches, he was a man who had
chunk_0070| absolutely everything that others dreamed of, and yet his journey for truth was more powerful than the huge social pressure, the responsibilities of a father and a king.| absolutely everything that others dreamed of, and yet his journey for truth was more powerful than the huge social pressure, the responsibilities of a father and a king.
chunk_0071| to be and every other thing in his life. He simply gave it all up as nothing, knowing full well that his happiness was connected to his inner craving.| to be and every other thing in his life. He simply gave it all up as nothing, knowing full well that his happiness was connected to his inner craving.
chunk_0072| for enlightenment. So he embarked on a search, which would last for the next few years, going from one teacher to the next and looking all over| for enlightenment. So he embarked on a search, which would last for the next few years, going from one teacher to the next and looking all over
chunk_0073| the one thing he really desired, a very special kind of knowledge. The search for truth. This part of the Buddha's life was all about seeking out answers| the one thing he really desired, a very special kind of knowledge. The search for truth. This part of the Buddha's life was all about seeking out answers
chunk_0074| to the questions he had formed while growing up. Why do we live, age, suffer, and finally die? He was filled with a burning desire to know,| to the questions he had formed while growing up. Why do we live, age, suffer, and finally die? He was filled with a burning desire to know,
chunk_0075| How does one obtain ultimate peace? What does it all mean? At this time in history, the place where Siddhartha lived, there were many| How does one obtain ultimate peace? What does it all mean? At this time in history, the place where Siddhartha lived, there were many
chunk_0076| holy men, who proclaimed to have knowledge of these things. Monks and ascetics would go off into the forest or hills and perform certain practices which they claimed| holy men, who proclaimed to have knowledge of these things. Monks and ascetics would go off into the forest or hills and perform certain practices which they claimed
chunk_0077| held the keys to attaining a very special state of mind. They would go without food and perform the most austere disciplines, withstanding pain, going without a fight,| held the keys to attaining a very special state of mind. They would go without food and perform the most austere disciplines, withstanding pain, going without a fight,
chunk_0078| and training their bodies to hold their breath for a long time. For about six years he wandered the land, going from one teacher or guru to the next is| and training their bodies to hold their breath for a long time. For about six years he wandered the land, going from one teacher or guru to the next is
chunk_0079| bending intent and his sharp mind came to good use, and he soon surpassed his teachers, one after the other. They taught him ancient concentration techniques| bending intent and his sharp mind came to good use, and he soon surpassed his teachers, one after the other. They taught him ancient concentration techniques
chunk_0080| methods to master the mind and the breath and the body. But still, Siddhartha was dissatisfied. After six long years, his body was no longer| methods to master the mind and the breath and the body. But still, Siddhartha was dissatisfied. After six long years, his body was no longer
chunk_0081| reduced to almost a skeleton and he was weak. His eyes were sunken. His skin was pale and death-like. It was at this point| reduced to almost a skeleton and he was weak. His eyes were sunken. His skin was pale and death-like. It was at this point
chunk_0082| that he realized the futility of starving the body and torturing his physical being. This was pointless, he decided, and just as harmful as a life of indulgence.| that he realized the futility of starving the body and torturing his physical being. This was pointless, he decided, and just as harmful as a life of indulgence.
chunk_0083| Instead, he decided that the middle way was more practical. Give the body what it needs and nothing more. He decided that he| Instead, he decided that the middle way was more practical. Give the body what it needs and nothing more. He decided that he
chunk_0084| would never find the answers he longed for with these men and made up his mind to depart once more. His fellow students and teachers were horrified, thinking that he had given up| would never find the answers he longed for with these men and made up his mind to depart once more. His fellow students and teachers were horrified, thinking that he had given up
chunk_0085| his spiritual pursuits and turned to a worldly life. This didn't bother the former prince in the least. His mind was set on attaining what he had longed for since childhood| his spiritual pursuits and turned to a worldly life. This didn't bother the former prince in the least. His mind was set on attaining what he had longed for since childhood
chunk_0086| and nothing would stop him. So he set off to find the answers elsewhere. He finally realized that the answers he sought were to be found not in the forest or in a| and nothing would stop him. So he set off to find the answers elsewhere. He finally realized that the answers he sought were to be found not in the forest or in a
chunk_0087| mountain but inside him. Discipline of the body led to weakness but discipline of the mind had led him to peace and insight while he was still just a boy.| mountain but inside him. Discipline of the body led to weakness but discipline of the mind had led him to peace and insight while he was still just a boy.
chunk_0088| He remembered his time under the rose apple tree. He decided to follow his own way. Wandering throughout the countryside, he finally came upon| He remembered his time under the rose apple tree. He decided to follow his own way. Wandering throughout the countryside, he finally came upon
chunk_0089| an idyllic setting beneath a kind of fig tree, ficus religioso, the famous Bodhi tree. Here, a kind woman offered him a bowl of rice| an idyllic setting beneath a kind of fig tree, ficus religioso, the famous Bodhi tree. Here, a kind woman offered him a bowl of rice
chunk_0090| rice milk and he slowly started to regain his strength. Enlightenment of the Buddha. His mind firmly made up, Siddhartha| rice milk and he slowly started to regain his strength. Enlightenment of the Buddha. His mind firmly made up, Siddhartha
chunk_0091| decided that he would sit under that tree until he found the answers that he was looking for. The account of this titanic struggle has come to be mythological| decided that he would sit under that tree until he found the answers that he was looking for. The account of this titanic struggle has come to be mythological
chunk_0092| as a struggle with a fierce demon called Mara. The name means destruction, and it symbolizes the mind's power to ensnare and delude us| as a struggle with a fierce demon called Mara. The name means destruction, and it symbolizes the mind's power to ensnare and delude us
chunk_0093| by means of our own passions and fears. The attacks came in the form of fearful apparitions and attempts to distract him with sensual pleasures, beautiful women,| by means of our own passions and fears. The attacks came in the form of fearful apparitions and attempts to distract him with sensual pleasures, beautiful women,
chunk_0094| and all manner of distractions. This is the way of our minds. We constantly attach ourselves to dreams of what could be and what we wish for| and all manner of distractions. This is the way of our minds. We constantly attach ourselves to dreams of what could be and what we wish for
chunk_0095| or fear. Prepared for this struggle by his unique life experiences, having gone through the best and the worst that this world has to offer, Siddhartha persevered,| or fear. Prepared for this struggle by his unique life experiences, having gone through the best and the worst that this world has to offer, Siddhartha persevered,
chunk_0096| centered his mind, it did not tire. He had already given up on a life pursuing pleasure and sense gratification by leaving the stately palace and his royal life.| centered his mind, it did not tire. He had already given up on a life pursuing pleasure and sense gratification by leaving the stately palace and his royal life.
chunk_0097| far behind him. His energetic pursuit of spiritual knowledge had given him unshakable discipline and an incredible willpower. He had nothing left| far behind him. His energetic pursuit of spiritual knowledge had given him unshakable discipline and an incredible willpower. He had nothing left
chunk_0098| to lose. So he meditated under the Bodhi tree and achieved a particular state of mind which is known as single-pointed mind or one-pointed mind, or one-pointed mind.| to lose. So he meditated under the Bodhi tree and achieved a particular state of mind which is known as single-pointed mind or one-pointed mind, or one-pointed mind.
chunk_0099| pointed concentration. Focusing on his breath, he stilled the constant chatter of the mind and entered a state of bliss, and his mind was flooded with insights.| pointed concentration. Focusing on his breath, he stilled the constant chatter of the mind and entered a state of bliss, and his mind was flooded with insights.
chunk_0100| Thus he achieved enlightenment and became known as the Buddha or Enlightened One. Disillusioned with all the teachings he had found and unsatisfied with all his previous teachings| Thus he achieved enlightenment and became known as the Buddha or Enlightened One. Disillusioned with all the teachings he had found and unsatisfied with all his previous teachings
chunk_0101| he pondered the meaning of his own existence with the utmost concentration and found his own way. Legend holds that he sat under the tree for seven days| he pondered the meaning of his own existence with the utmost concentration and found his own way. Legend holds that he sat under the tree for seven days
chunk_0102| keeping the same posture and rapt concentration. When he finally rose, he was a changed man. The Great Teacher At first, the Buddha was| keeping the same posture and rapt concentration. When he finally rose, he was a changed man. The Great Teacher At first, the Buddha was
chunk_0103| reluctant to teach people. Words can be treacherous, and he realized that the way to enlightenment is not by studying books, but rather by confronting the mind and the experience| reluctant to teach people. Words can be treacherous, and he realized that the way to enlightenment is not by studying books, but rather by confronting the mind and the experience
chunk_0104| experience of life head-on. How could he share this knowledge? But his teachings would become very widely known. After his enlightenment, very widely known. After his enlightenment,| experience of life head-on. How could he share this knowledge? But his teachings would become very widely known. After his enlightenment, very widely known. After his enlightenment,
chunk_0105| he wandered to Deer Park in Isipatana, now part of Uttar Pradesh, India. He met some of his former fellow students and related his experience.| he wandered to Deer Park in Isipatana, now part of Uttar Pradesh, India. He met some of his former fellow students and related his experience.
chunk_0106| They begged him to tell them more, and out of compassion, he decided to teach others the way to the great freedom he had found on his own. From that point onwards, he had found on his own. From that point onwards,| They begged him to tell them more, and out of compassion, he decided to teach others the way to the great freedom he had found on his own. From that point onwards, he had found on his own. From that point onwards,
chunk_0107| until his 80th year, the Buddha wandered throughout the region, teaching all who would listen about the great insights that he had attained under the famous tree.| until his 80th year, the Buddha wandered throughout the region, teaching all who would listen about the great insights that he had attained under the famous tree.
chunk_0108| many thousands of followers were attracted to the unusual teachings of this humble, unassuming man. He demanded nothing from his listeners and tirelessly taught everyone| many thousands of followers were attracted to the unusual teachings of this humble, unassuming man. He demanded nothing from his listeners and tirelessly taught everyone
chunk_0109| that he could. His followers eventually came to include many of those he had left behind, including his father, King Suttadana, his wife and his children.| that he could. His followers eventually came to include many of those he had left behind, including his father, King Suttadana, his wife and his children.
chunk_0110| Until his last day in the world, he taught the same basic truth, the way to enlightenment, and his final words before he died were,| Until his last day in the world, he taught the same basic truth, the way to enlightenment, and his final words before he died were,
chunk_0111| Behold, O monks, this is my last advice to you. All component things in the world are changeable. They are not lasting.| Behold, O monks, this is my last advice to you. All component things in the world are changeable. They are not lasting.
chunk_0112| hard to gain your own salvation. The basic teachings of the Buddha. Walk as if you are kissing the earth with your feet.| hard to gain your own salvation. The basic teachings of the Buddha. Walk as if you are kissing the earth with your feet.
chunk_0113| Fitch Nhat Hanh. The background of the life of Siddhartha Gautama, who became the enlightened Buddha, gives us a good place to start considering what Buddhism really is.| Fitch Nhat Hanh. The background of the life of Siddhartha Gautama, who became the enlightened Buddha, gives us a good place to start considering what Buddhism really is.
chunk_0114| he is. It is the result of his own personal inquiry into the nature of reality, considering things as they are. Of course, this is the claim of many philosophers| he is. It is the result of his own personal inquiry into the nature of reality, considering things as they are. Of course, this is the claim of many philosophers
chunk_0115| and religious views too. So what makes Buddhism different? Buddhism does not concern itself with abstract philosophical ponderings about God, creation,| and religious views too. So what makes Buddhism different? Buddhism does not concern itself with abstract philosophical ponderings about God, creation,
chunk_0116| evolution, or anything along those lines. It is focused on how to attain liberation from suffering and has its foundations in four noble truths that the Buddha| evolution, or anything along those lines. It is focused on how to attain liberation from suffering and has its foundations in four noble truths that the Buddha
chunk_0117| uncovered. These were not strictly his theories, but rather observations about natural laws or simple truths, and the invitation is open for anyone to question them.| uncovered. These were not strictly his theories, but rather observations about natural laws or simple truths, and the invitation is open for anyone to question them.
chunk_0118| or to verify them for yourself. The Four Noble Truths. The first noble truth is the idea of suffering. In other words,| or to verify them for yourself. The Four Noble Truths. The first noble truth is the idea of suffering. In other words,
chunk_0119| life is a struggle. This is a simple fact and isn't just a pessimistic point of view. We all suffer in life, rich or poor, old or young, no matter who you are,| life is a struggle. This is a simple fact and isn't just a pessimistic point of view. We all suffer in life, rich or poor, old or young, no matter who you are,
chunk_0120| We all dream of an idyllic life, but even once we get some of the things that we believe will make us happy, pain is sure to follow.| We all dream of an idyllic life, but even once we get some of the things that we believe will make us happy, pain is sure to follow.
chunk_0121| We might make enormous sums of money only to find that this brings no lasting joy. We might win the love of the one person in the world that we believe will make| We might make enormous sums of money only to find that this brings no lasting joy. We might win the love of the one person in the world that we believe will make
chunk_0122| make us happy, only to find that the same troubles in life find us and ruin our happiness. Everything is temporary, and nothing lasts.| make us happy, only to find that the same troubles in life find us and ruin our happiness. Everything is temporary, and nothing lasts.
chunk_0123| Soon enough, each one of us has to face sickness, old age, and finally death. This is the cause of our suffering. Of course, this doesn't mean that life is| Soon enough, each one of us has to face sickness, old age, and finally death. This is the cause of our suffering. Of course, this doesn't mean that life is
chunk_0124| empty and meaningless and that there's nothing good. It simply points to the fact that all this happiness is quite temporary because it can't be maintained forever.| empty and meaningless and that there's nothing good. It simply points to the fact that all this happiness is quite temporary because it can't be maintained forever.
chunk_0125| The truth is that each one of us desires to be happy all the time. The term dukkha is used to name the suffering. It means contemptible emptiness| The truth is that each one of us desires to be happy all the time. The term dukkha is used to name the suffering. It means contemptible emptiness
chunk_0126| devoid of reality. This refers to our constant chasing after imaginary happiness. As soon as the elusive object of our happiness is achieved, it soon turns into| devoid of reality. This refers to our constant chasing after imaginary happiness. As soon as the elusive object of our happiness is achieved, it soon turns into
chunk_0127| ¶¶ certain experiences. This happiness tends to| ¶¶ certain experiences. This happiness tends to
chunk_0128| to be fleeting, it isn't permanent. The second noble truth is related to the origin of this suffering. Our own craving, desires, passions, and feelings.| to be fleeting, it isn't permanent. The second noble truth is related to the origin of this suffering. Our own craving, desires, passions, and feelings.
chunk_0129| The Dhammapada states, From craving springs grief, from craving springs fear. For him who is wholly free from craving| The Dhammapada states, From craving springs grief, from craving springs fear. For him who is wholly free from craving
chunk_0130| There is no grief, much less fear. What are we craving? Life itself, in all its splendor and all its horror. We crave the experience of life.| There is no grief, much less fear. What are we craving? Life itself, in all its splendor and all its horror. We crave the experience of life.
chunk_0131| We desire certain things and fear others. We are attached to the sensation of this craving and cannot easily let it go. It is all tied up with our own sense of purpose.| We desire certain things and fear others. We are attached to the sensation of this craving and cannot easily let it go. It is all tied up with our own sense of purpose.
chunk_0132| of self, our identity. We desire certain things and reject others. We crave certain experiences. We want honor, enjoyment, success, or whatever the| of self, our identity. We desire certain things and reject others. We crave certain experiences. We want honor, enjoyment, success, or whatever the
chunk_0133| case may be. This is what ultimately creates suffering for us since it is impossible to satisfy this craving. It is an itch which cannot be scratched.| case may be. This is what ultimately creates suffering for us since it is impossible to satisfy this craving. It is an itch which cannot be scratched.
chunk_0134| As soon as one craving is satisfied, we immediately crave the next thing. The Rolling Stones song springs to mind. I can't get no satisfaction.| As soon as one craving is satisfied, we immediately crave the next thing. The Rolling Stones song springs to mind. I can't get no satisfaction.
chunk_0135| I try, and I try, and I try. The reality is that our bodies need certain basic things to survive, like water, air, and food.| I try, and I try, and I try. The reality is that our bodies need certain basic things to survive, like water, air, and food.
